dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2018-02-08T21:00:00Z","2018-02-08T21:30:00Z","2023-11-14T20:34:34Z","","1pfl3mhh2fju5bun394bo2hic8@google.com","mailto:csanchezgina@gmail.com","2018-02-08T00:28:05Z","[logo<https://wfjobs.cloudcords.com/Config/Organizations/Wellsfargo/Content/wf-logo.gif>]\\r\n\\r\nDear Rafael Sanchez,\\r\n\\r\nYour phone interview for the Teller position with Wells Fargo is on Thu. Feb. 8, 2018 starting at 4:00 PM until 4:30 PM (Eastern Time). A recruiter will contact you at (904) 729-9879 (Cellular) for this interview. If this is not the number at which you wish to be contacted, you may update it by editing the primary phone number on your profile on the Wells Fargo job site.\\r\nPlease be sure you have your current resume or work history to reference during the call.\\r\n\\r\n\\r\nWhether in person or on the phone, our team members are expected to project a professional attitude and appearance. Please remember to wear professional attire to your in-person interview.\\r\n\\r\nIf you need to reschedule your interview <https...","2023-03-04T00:41:27Z","Phone Interview","0","CONFIRMED","Wells Fargo Interview","OPAQUE"
"2021-08-25T10:00:00","2021-08-25T12:00:00","2023-11-14T20:34:34Z","mailto:c_5gc1lud9oc3dl0cn2j6fi261v4@group.calendar.google.com","0rukgvv5m0gdpuvic4sdmqhptk@google.com","mailto:csanchezgina@gmail.com","2021-07-31T03:43:06Z","Agenda: CodePath Android CUNY - Hunter Fall 2021<br><br>Meeting ID: 912 1148 9859<br>Passcode: android<br><br>Registration: <a href=https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK id=ow3964 __is_owner=true>https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK</a><br><br>If you have any questions or concerns, please reach out to <a href=http:///>support@codepath.org</a>","2023-03-04T00:41:36Z","https://zoom.us/j/91211489859","0","CONFIRMED","CodePath Android CUNY - Hunter Fall 2021","OPAQUE"
"2021-08-25T10:00:00","2021-08-25T12:00:00","2023-11-14T20:34:34Z","mailto:c_5gc1lud9oc3dl0cn2j6fi261v4@group.calendar.google.com","0rukgvv5m0gdpuvic4sdmqhptk@google.com","mailto:csanchezgina@gmail.com","2021-07-31T03:43:06Z","Agenda: CodePath Android CUNY - Hunter Fall 2021<br><br>Meeting ID: 912 1148 9859<br>Passcode: android<br><br>Registration: <a href=https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK id=ow3964 __is_owner=true>https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK</a><br><br>If you have any questions or concerns, please reach out to <a href=http:///>support@codepath.org</a>","2023-03-04T00:41:36Z","https://zoom.us/j/91211489859","0","CONFIRMED","CodePath Android CUNY - Hunter Fall 2021","OPAQUE"
"2021-09-08T10:00:00","2021-09-08T12:00:00","2023-11-14T20:34:34Z","mailto:c_5gc1lud9oc3dl0cn2j6fi261v4@group.calendar.google.com","0rukgvv5m0gdpuvic4sdmqhptk_R20210901T140000@google.com","mailto:csanchezgina@gmail.com","2021-07-31T03:43:06Z","Agenda: CodePath Android CUNY - Hunter Fall 2021<br><br>Meeting ID: 912 1148 9859<br>Passcode: android<br><br>Registration: <a href=https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK id=ow3964 __is_owner=true>https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK</a><br><br>If you have any questions or concerns, please reach out to <a href=http:///>support@codepath.org</a>","2023-03-04T00:41:36Z","https://zoom.us/j/91211489859","0","CONFIRMED","CodePath Android CUNY - Hunter Fall 2021","OPAQUE"
"2021-09-01T10:00:00","2021-09-01T12:00:00","2023-11-14T20:34:34Z","mailto:c_5gc1lud9oc3dl0cn2j6fi261v4@group.calendar.google.com","0rukgvv5m0gdpuvic4sdmqhptk_R20210901T140000@google.com","mailto:csanchezgina@gmail.com","2021-07-31T03:43:06Z","Agenda: CodePath Android CUNY - Hunter Fall 2021<br><br>Meeting ID: 912 1148 9859<br>Passcode: android<br><br>Registration: <a href=https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK id=ow3964 __is_owner=true>https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK</a><br><br>If you have any questions or concerns, please reach out to <a href=http:///>support@codepath.org</a>","2023-03-04T00:41:36Z","https://zoom.us/j/91211489859","0","CONFIRMED","CodePath Android CUNY - Hunter Fall 2021","OPAQUE"
"2021-09-22T10:00:00","2021-09-22T12:00:00","2023-11-14T20:34:34Z","mailto:c_5gc1lud9oc3dl0cn2j6fi261v4@group.calendar.google.com","0rukgvv5m0gdpuvic4sdmqhptk_R20210922T140000@google.com","mailto:csanchezgina@gmail.com","2021-07-31T03:43:06Z","Agenda: CodePath Android CUNY - Hunter Fall 2021<br><br>Meeting ID: 912 1148 9859<br>Passcode: android<br><br>Registration: <a href=https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK id=ow3964 __is_owner=true>https://zoom.us/meeting/register/tJUvduispjIiH921HTsyRDgL3TtpsXypLYRK</a><br><br>If you have any questions or concerns, please reach out to <a href=http:///>support@codepath.org</a>","2023-03-04T00:41:36Z","https://zoom.us/j/91211489859","0","CONFIRMED","CodePath Android CUNY - Hunter Fall 2021","OPAQUE"
"2017-10-27T19:30:00Z","2017-10-27T19:40:00Z","2023-11-14T20:34:34Z","mailto:7avemplh@mjhs.org","040000008200E00074C5B7101A82E00800000000D0EF2BDFA037D3010000000000000000100000006833748E29CBC74D8CD6AAADF16AB082","mailto:jmerckli@mjhs.org;mailto:jbabich@mjhs.org;mailto:mforonda@mjhs.org;mailto:csanchezgina@gmail.com","2017-10-25T19:32:28Z","\n---------------------------------------------------------------------\nNOTE: The information in or attached to this email is confidential and may be legally privileged. If you are not the intended recipient, you must not read, use or disseminate the information. Although this email and any attachments are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened, it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by the sender for any loss or damage arising in any way from its use.\n---------------------------------------------------------------------\n","2023-03-04T00:41:37Z","7th Avenue EH Office - 3rd Floor  (6323 -th Avenue 3rd Floor)","2","CONFIRMED","Carla Sanchez, Hospice Volunteer, 2nd Hep B Vaccine, offer flu shot, Tel# 904-729-9789","OPAQUE"
"2021-10-14T19:00:00Z","2021-10-14T20:00:00Z","2023-11-14T20:34:34Z","mailto:careerfair@codepath.org","3pb02liheuqpia8utqcv89sse7@google.com","mailto:csanchezgina@gmail.com","2021-10-07T23:09:53Z","<p>Hello,&nbsp;</p><p><br></p><p>For our session, we will be using a platform called Jigsaw.&nbsp; It is recommended to use Google Chrome as your browser when accessing Jigsaw.&nbsp; If this is your first time logging in, you will be asked to create an account, so please allow yourself extra time when joining the session.&nbsp;</p><p><a href=https://careers.cognizant.com/na/en/event/612cfb90d60180000686023b/October-14-Webinar-Cognizant-Campus-Careers-Information-Session>registration link</a>&nbsp;</p><p><br></p><p>Please click the link below to enter the event.&nbsp;</p><p><a href=https://apc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fapp.jigsawinteractive.com%2Fu%2FLSx2D4&amp;data=04%7C01%7CLauren.Rusnock%40cognizant.com%7Cf6afe58ebf004ad06d3808d98a894f5d%7Cde08c40719b9427d9fe8edf254300ca7%7C0%7C0%7C637693144625835051%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=LYaxw3pjD0LRMRXPq8hXsmnWLnkRQvZlKB%2ByymuE23w%3D&amp;reserved=0 id=ow1334 __is_owner=true>event link</a><br></p><p><br></p><p>The session will open 10 minutes prior to kick-off time.&nbsp; Attached is a helpful PDF for your reference.<u></u><u></u></p>","2023-03-04T00:41:40Z","Event link BELOW!","2","CONFIRMED","Cognizant -VCF Company Info Session ","OPAQUE"
"2021-09-08T12:00:00Z","2021-09-09T17:00:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tbc6lv6nmdkrloveb6g368gs7fhimjb9sr8ge84n0v2mf5lmr9u90","mailto:csanchezgina@gmail.com","2021-08-31T18:14:17Z","AT->GO Accountability and Trust powered by Governance and Oversight\nhttps://www.linkedin.com/events/at-goaccountabilityandtrustpowe6826978374993362944\n\nConfirmation number: NA","2023-03-04T00:41:44Z","https://www.linkedin.com/events/at-goaccountabilityandtrustpowe6826978374993362944","0","CONFIRMED","AT->GO Accountability and Trust powered by Governance and Oversight","TRANSPARENT"
"2021-08-26T15:00:00Z","2021-08-26T16:00:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9t95j7rjg6j1t2hpnsceeth3bag8cn1a1hclb07fnfm4hbudpa72fg","mailto:csanchezgina@gmail.com","2021-08-26T03:05:04Z","Reservation with Geek Squad\nBest Buy store #1028, New York, New York, United States, 10017\n\nConfirmation number: N2193Q65","2023-03-04T00:41:46Z","Best Buy store #1028, New York, New York, United States, 10017","0","CONFIRMED","Reservation with Geek Squad","TRANSPARENT"
"2023-10-10","2023-10-11","2023-11-14T20:34:34Z","","1us685b98srcecrv546og944nh@google.com","","2023-03-07T02:19:37Z","","2023-03-07T02:19:37Z","","0","CONFIRMED","Oscar's B day","TRANSPARENT"
"2023-03-09T21:30:00Z","2023-03-09T22:30:00Z","2023-11-14T20:34:34Z","","361rmksrjfc4gl8ihco0dfa5d8@google.com","","2023-03-09T16:04:37Z","","2023-03-09T16:04:37Z","","0","CONFIRMED","City Tutors Meeting","OPAQUE"
"2023-03-11T22:00:00Z","2023-03-11T23:00:00Z","2023-11-14T20:34:34Z","","2pvs8ch1t2fnp34bd547nektsi@google.com","","2023-03-09T16:04:58Z","","2023-03-09T16:04:58Z","","0","CONFIRMED","Meeting w/ Maybelle","OPAQUE"
"2023-03-10T20:00:00Z","2023-03-10T21:00:00Z","2023-11-14T20:34:34Z","","4bvvbl708cvvmn6sarirekkb5p@google.com","","2023-03-09T16:05:29Z","","2023-03-09T16:05:29Z","","0","CONFIRMED","Meeting w/ Prof Nath @ GC","OPAQUE"
"2023-03-07T19:30:00Z","2023-03-07T20:30:00Z","2023-11-14T20:34:34Z","","6frs4ie8alv5061nrv5asrbj3o@google.com","","2023-03-09T16:06:34Z","B126 Hunter West","2023-03-09T16:06:34Z","","0","CONFIRMED","German Table","OPAQUE"
"2023-03-19T18:00:00Z","2023-03-19T19:00:00Z","2023-11-14T20:34:34Z","","4ol64pe5hvtvh3aj75vm1j8vc7@google.com","","2023-03-13T14:18:59Z","","2023-03-13T14:18:59Z","","0","CONFIRMED","QED Meeting ","OPAQUE"
"2023-03-26T18:00:00Z","2023-03-26T19:00:00Z","2023-11-14T20:34:34Z","","4fcd2fgr9266en1ace8sm9shkn@google.com","","2023-03-13T14:19:49Z","","2023-03-13T14:19:49Z","","0","CONFIRMED","(YOUR) QED meeting","OPAQUE"
"2023-04-23T18:00:00Z","2023-04-23T20:00:00Z","2023-11-14T20:34:34Z","","4fa0a7gphup94rfnil420b7414@google.com","","2023-03-13T14:20:35Z","","2023-03-13T14:20:35Z","","0","CONFIRMED","QED Meeting","OPAQUE"
"2023-04-28T14:30:00Z","2023-04-28T18:30:00Z","2023-11-14T20:34:34Z","","658sevt1kujci3e2rtgtl48ruk@google.com","","2023-03-13T14:21:44Z","","2023-03-13T14:21:44Z","","0","CONFIRMED","Meeting w/ Dr. Jim Gates","OPAQUE"
"2023-05-07T18:00:00Z","2023-05-07T19:00:00Z","2023-11-14T20:34:34Z","","22fl548k9dp9vc6qibr70ghe5s@google.com","","2023-03-13T14:23:00Z","","2023-03-13T14:23:00Z","","0","CONFIRMED","QED Meeting","OPAQUE"
"2023-05-14T18:00:00Z","2023-05-14T19:00:00Z","2023-11-14T20:34:34Z","","7igiq9jf1s754hr5qdd8irjhon@google.com","","2023-03-13T14:23:29Z","","2023-03-13T14:23:29Z","","0","CONFIRMED","(YOUR) QED Meeting","OPAQUE"
"2023-05-21T18:00:00Z","2023-05-21T19:00:00Z","2023-11-14T20:34:34Z","","3vhd8aekfg7o5k3kgejev9vqcm@google.com","","2023-03-13T14:24:06Z","","2023-03-13T14:24:06Z","","0","CONFIRMED","QED Meeting","OPAQUE"
"2023-03-14T21:00:00Z","2023-03-14T22:00:00Z","2023-11-14T20:34:34Z","","6grjepj36hij6bb66go66b9k6gqj2bb16oojgbb56oo6cpb6c8sjip3174@google.com","","2023-03-13T17:00:02Z","","2023-03-13T17:00:02Z","","0","CONFIRMED","Wics meeting","OPAQUE"
"2023-03-16T18:00:00Z","2023-03-16T19:00:00Z","2023-11-14T20:34:34Z","","75i62dhm64r38b9o6hh34b9kcdi6cbb26sr3ib9h75h36db171im8e9i68@google.com","","2023-03-15T22:48:29Z","","2023-03-15T22:48:29Z","","0","CONFIRMED","Meeting with Jaimie ","OPAQUE"
"2023-03-17T17:00:00Z","2023-03-17T18:00:00Z","2023-11-14T20:34:34Z","","3aljf4p36kmgjmq6nb8847rc5b@google.com","","2023-03-16T23:35:21Z","","2023-03-16T23:35:21Z","","0","CONFIRMED","Meeting with Dr. Nath","OPAQUE"
"2023-03-17T19:00:00Z","2023-03-17T20:00:00Z","2023-11-14T20:34:34Z","","4n4s5vvnk8mgqa86h6flbcffbe@google.com","","2023-03-16T23:35:53Z","","2023-03-16T23:35:53Z","","0","CONFIRMED","St.Patty's Event","OPAQUE"
"2023-04-03","2023-04-04","2023-11-14T20:34:34Z","","7qq0h0pcuup356cghtljbmk6pp@google.com","","2023-03-17T13:27:45Z","","2023-03-17T13:27:45Z","","0","CONFIRMED","335 Project due","TRANSPARENT"
"2023-03-20T22:00:00Z","2023-03-20T23:00:00Z","2023-11-14T20:34:34Z","","2imvhlli725h46emj6n15fqugk@google.com","","2023-03-20T02:49:47Z","","2023-03-20T02:49:47Z","","0","CONFIRMED","wics meeting","OPAQUE"
"2023-03-21T19:00:00Z","2023-03-21T20:00:00Z","2023-11-14T20:34:34Z","","5r6i8lino918q3vol5veh98f8c@google.com","","2023-03-20T02:49:38Z","","2023-03-20T02:50:03Z","","1","CONFIRMED","wics meeting","OPAQUE"
"2023-03-22T22:30:00Z","2023-03-22T23:30:00Z","2023-11-14T20:34:34Z","","784qie97dni9optp0m0ddbuq6u@google.com","","2023-03-20T02:50:38Z","","2023-03-20T02:50:46Z","","1","CONFIRMED","wics meeting","OPAQUE"
"2023-03-21T20:00:00Z","2023-03-21T21:00:00Z","2023-11-14T20:34:34Z","","3cdoj3olju9hjhi0qlu1a7ocr7@google.com","","2023-03-20T15:41:44Z","","2023-03-20T15:41:44Z","","0","CONFIRMED","Meeting w/ Prof Nath","OPAQUE"
"2023-03-27T21:15:00Z","2023-03-27T22:15:00Z","2023-11-14T20:34:34Z","","0du3i3cli4ifi79ntatd17rcdo@google.com","","2023-03-24T00:27:40Z","","2023-03-24T00:27:40Z","","0","CONFIRMED","Meeting with Kelly","OPAQUE"
"2023-03-29T15:00:00Z","2023-03-29T19:00:00Z","2023-11-14T20:34:34Z","","1d4i2fu37pvo190bn4tf532gij@google.com","","2023-03-25T20:29:14Z","","2023-03-25T20:29:25Z","","1","CONFIRMED","Study w/ me in wics","OPAQUE"
"2023-03-31T10:00:00Z","2023-03-31T13:02:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9ter4jn96jed9s8p0k9n77003dkhhqdj92dl05pmgp713o31um5eg0","mailto:csanchezgina@gmail.com","2023-03-26T00:02:27Z","JetBlue Airways flight 2077\nNew York LGA 06:00 (local time) - Fort Lauderdale FLL 09:02 (local time)\n\nConfirmation number: SMAGQO","2023-03-26T00:02:27Z","New York LGA","0","CONFIRMED","Flight to Fort Lauderdale (B6 2077)","TRANSPARENT"
"2023-04-03T13:15:00Z","2023-04-03T16:11:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tkq5f2a1dhkdk0g0ate5hm251k0et9q8end7elrs78h27pb7tlgng","mailto:csanchezgina@gmail.com","2023-03-26T00:02:27Z","JetBlue Airways flight 272\nFort Lauderdale FLL 09:15 (local time) - New York LGA 12:11 (local time)\n\nConfirmation number: SMAGQO","2023-03-26T00:02:27Z","Fort Lauderdale FLL","0","CONFIRMED","Flight to New York (B6 272)","TRANSPARENT"
"2023-04-05","2023-04-10","2023-11-14T20:34:34Z","","0aegtckpp3rl1l41cn63em5s8k@google.com","","2023-04-03T22:19:07Z","","2023-04-03T22:19:07Z","","0","CONFIRMED","Mendez Visit","TRANSPARENT"
"2023-08-19","2023-08-20","2023-11-14T20:34:34Z","","1njvaoe6f7e89tps3dmdrqh9pu@google.com","","2023-04-03T22:22:09Z","","2023-04-03T22:22:09Z","","0","CONFIRMED","BTT: Weekly Meeting","TRANSPARENT"
"2023-04-05T23:30:00Z","2023-04-06T01:00:00Z","2023-11-14T20:34:34Z","","b16mmt2q991j4haq68miqtq8f0okoh298h0g@google.com","","2023-04-05T19:19:18Z","Your reservation at EZ Grill NYC for 3 people. To contact, call <a href=tel:+1-347-281-8802>(347) 281-8802</a>.\n<a href=https://www.google.com/maps/reserve/bookings>View reservation</a>","2023-04-05T19:19:18Z","EZ Grill NYC, 790 Lydig Avenue, The Bronx, New York 10462, United States","0","CONFIRMED","Reservation at EZ Grill NYC","OPAQUE"
"2023-04-10T17:00:00Z","2023-04-10T18:00:00Z","2023-11-14T20:34:34Z","","5783g9o4901jpnkesiga1tap4f@google.com","","2023-04-06T14:50:45Z","","2023-04-06T14:50:45Z","","0","CONFIRMED","Lunch w/ German Dept","OPAQUE"
"2023-04-07T00:00:00Z","2023-04-07T01:00:00Z","2023-11-14T20:34:34Z","","0g76tfooppohmufmtf1da76440@google.com","","2023-04-06T14:51:13Z","","2023-04-06T14:51:13Z","","0","CONFIRMED","Talk w/ professor Nath","OPAQUE"
"2023-04-24","2023-04-25","2023-11-14T20:34:34Z","","7ol3g3mf6o0av2jbj0ueqjgse7@google.com","","2023-04-12T13:36:36Z","","2023-04-12T13:36:36Z","","0","CONFIRMED","Final day for poster submission","TRANSPARENT"
"2023-04-17T17:00:00Z","2023-04-17T18:00:00Z","2023-11-14T20:34:34Z","","71ie6ppkh21smj9l1m0fskclop@google.com","","2023-04-13T13:33:19Z","","2023-04-13T13:33:19Z","","0","CONFIRMED","Lunch w/ German Dept","OPAQUE"
"2023-04-19T15:00:00Z","2023-04-19T16:00:00Z","2023-11-14T20:34:34Z","","22ber694rgtj06flteu9ncetid@google.com","","2023-04-17T14:48:43Z","","2023-04-17T14:48:43Z","","0","CONFIRMED","Meeting w/ Sarah","OPAQUE"
"2023-04-18T21:00:00Z","2023-04-18T22:00:00Z","2023-11-14T20:34:34Z","","2iauqdpp860mmv10rda5ibtqsc@google.com","","2023-04-18T16:45:45Z","","2023-04-18T16:45:45Z","","0","CONFIRMED","Cats and friends","OPAQUE"
"2023-04-21T17:00:00Z","2023-04-21T18:00:00Z","2023-11-14T20:34:34Z","","1gsekjjtgt9eofd5jbaneoo4dh@google.com","","2023-04-18T16:46:01Z","","2023-04-18T16:46:01Z","","0","CONFIRMED","Meeting with prof Rishi","OPAQUE"
"2023-04-19T23:00:00Z","2023-04-20T00:00:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tlvj05qdk7e63juvc7ovriqfsmtfa6k4f9ml1c3s4g8o3gtvkk7i0","mailto:csanchezgina@gmail.com","2023-04-19T17:18:37Z","Xiu Xiu w/ Gift + Godcaster (Sold Out)\nLe Poisson Rouge, 158 Bleecker St, New York, NY 10012, USA, New York, New York, United States, 10012\n\nConfirmation number: 639b8a806f146d00014a97c8","2023-04-19T17:18:37Z","Le Poisson Rouge, 158 Bleecker St, New York, NY 10012, USA, New York, New York, United States, 10012","0","CONFIRMED","Xiu Xiu w/ Gift + Godcaster (Sold Out)","TRANSPARENT"
"2023-04-26T14:00:00Z","2023-04-26T15:00:00Z","2023-11-14T20:34:34Z","","70anll8u1s6758u9am5lbs2ehi@google.com","","2023-04-24T15:58:50Z","","2023-04-24T15:58:50Z","","0","CONFIRMED","Meeting with Kate","OPAQUE"
"2023-04-28T00:30:00Z","2023-04-28T01:30:00Z","2023-11-14T20:34:34Z","","4ahihkeep2v7dg6oos26ruago1@google.com","","2023-04-27T14:56:39Z","","2023-04-27T23:22:44Z","","1","CONFIRMED","Meeting w/ gursriman ","OPAQUE"
"2023-05-12T16:00:00Z","2023-05-12T17:15:00Z","2023-11-14T20:34:34Z","","2l00kvubhm1bhleuvmf2ff7mss@google.com","","2023-04-29T01:54:01Z","","2023-04-29T01:54:01Z","","0","CONFIRMED","precept session","OPAQUE"
"2023-05-12T15:00:00Z","2023-05-12T16:00:00Z","2023-11-14T20:34:34Z","","5lgoj2a7s9bq3k64o23e4ldl2o@google.com","","2023-05-01T15:38:20Z","<a href=https://us02web.zoom.us/j/2475819353>https://us02web.zoom.us/j/2475819353</a>","2023-05-01T15:38:20Z","","0","CONFIRMED","Chat w/ prof Kuhn-Osius ","OPAQUE"
"2023-02-17T13:00:00","2023-02-17T14:00:00","2023-11-14T20:34:34Z","","1ubhlr7fg98rjk22ilij4gusdh@google.com","","2023-02-16T15:46:00Z","","2023-05-01T15:38:28Z","","0","CONFIRMED","Code-Check in","OPAQUE"
"2023-05-15T18:00:00Z","2023-05-15T19:00:00Z","2023-11-14T20:34:34Z","","76ln4bi7c34v6ej35h4atojos9@google.com","","2023-05-04T14:28:30Z","","2023-05-04T14:28:30Z","","0","CONFIRMED","Technical interview","OPAQUE"
"2023-06-14","2023-06-17","2023-11-14T20:34:34Z","","3hdk91ppgkabr2hmgvsdg7nbe3@google.com","","2023-05-08T14:49:29Z","","2023-05-08T14:49:29Z","","0","CONFIRMED","Bridge to Studio","TRANSPARENT"
"2023-05-30","2023-06-11","2023-11-14T20:34:34Z","","1bqc7joje7iqus3g2m5pb44d24@google.com","","2023-05-08T14:47:20Z","","2023-05-08T14:49:58Z","","0","CONFIRMED","Machine Learning Foundations Course","TRANSPARENT"
"2023-08-14","2023-08-17","2023-11-14T20:34:34Z","","41jbqoh6nf7v4ae2gmpcl0bgo8@google.com","","2023-04-03T22:21:22Z","","2023-05-08T14:50:59Z","","0","CONFIRMED","BTT: Bridge to Studio","TRANSPARENT"
"2023-09-09","2023-09-10","2023-11-14T20:34:34Z","","58aldegvboronhgau3o420cekb@google.com","","2023-05-08T14:51:34Z","","2023-05-08T14:51:34Z","","0","CONFIRMED","Fall maker day #1","TRANSPARENT"
"2023-10-07","2023-10-08","2023-11-14T20:34:34Z","","5ot7vat97rel0tp1b6dk4nko22@google.com","","2023-05-08T14:52:05Z","","2023-05-08T14:52:05Z","","0","CONFIRMED","Fall maker day #2","TRANSPARENT"
"2023-11-11","2023-11-12","2023-11-14T20:34:34Z","","2jsf36fk420882g39oco7estjf@google.com","","2023-05-08T14:52:33Z","","2023-05-08T14:52:33Z","","0","CONFIRMED","Fall maker day #3","TRANSPARENT"
"2024-01-20","2024-01-21","2023-11-14T20:34:34Z","","7i2afq7kgkju11jdbg4r0eipme@google.com","","2023-05-08T14:53:07Z","","2023-05-08T14:53:07Z","","0","CONFIRMED","AI Studio Spring Kickoff","TRANSPARENT"
"2024-01-24","2024-01-25","2023-11-14T20:34:34Z","","72726htkl0o6pgnp57t0pqe223@google.com","","2023-05-08T14:53:28Z","","2023-05-08T14:53:28Z","","0","CONFIRMED","Spring maker day #1","TRANSPARENT"
"2024-03-23","2024-03-24","2023-11-14T20:34:34Z","","5jfa9eicitt3nc4fhlbsdma883@google.com","","2023-05-08T14:53:54Z","","2023-05-08T14:53:54Z","","0","CONFIRMED","Spring Maker Day #2","TRANSPARENT"
"2024-03-20","2024-03-21","2023-11-14T20:34:34Z","","46kn16ge8uuaelvprgcvv82m5h@google.com","","2023-05-08T14:54:25Z","","2023-05-08T14:54:25Z","","0","CONFIRMED","BTT: Program Closeout and Celebration","TRANSPARENT"
"2023-06-01T17:00:00","2023-06-01T20:00:00","2023-11-14T20:34:34Z","","3lgcjdghvau91du0dhh4gar6g4@google.com","","2023-05-08T14:56:00Z","","2023-05-08T14:56:00Z","","0","CONFIRMED","BTT: Machine Learning Lab","OPAQUE"
"2023-05-27T18:00:00Z","2023-05-27T19:43:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tplmm7hfhhlot90otqeoi791uep2lp6cdgbqc0urerh5mab5sf1b0","mailto:csanchezgina@gmail.com","2023-05-20T23:42:51Z","American Airlines flight 4754\nNew York LGA 14:00 (local time) - Pittsburgh PIT 15:43 (local time)\n\nConfirmation number: SZGTPZ","2023-05-26T18:14:42Z","New York LGA","0","CONFIRMED","Flight to Pittsburgh (AA 4754)","TRANSPARENT"
"2023-05-30T20:32:00Z","2023-05-30T21:59:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9th79s7e1460nd065gv7buda7cicks9t2h69niju6la3hfm3u86890","mailto:csanchezgina@gmail.com","2023-05-20T23:42:51Z","American Airlines flight 4655\nPittsburgh PIT 16:32 (local time) - New York LGA 17:59 (local time)\n\nConfirmation number: SZGTPZ","2023-05-29T21:13:13Z","Pittsburgh PIT","0","CONFIRMED","Flight to New York (AA 4655)","TRANSPARENT"
"2023-01-30T16:00:00","2023-01-30T17:15:00","2023-11-14T20:34:34Z","","63pu8vgbhu0jn38h8o66mqnqca@google.com","","2023-01-26T19:44:16Z","","2023-05-31T17:18:08Z","","1","CONFIRMED","PHILO 275","OPAQUE"
"2023-02-06T14:00:00","2023-02-06T16:00:00","2023-11-14T20:34:34Z","","709efrcljdu7723g4imk2uuvud@google.com","","2023-02-09T19:31:30Z","HN 1000J","2023-06-05T16:04:06Z","","0","CONFIRMED","335 Tutoring Block you can make","OPAQUE"
"2023-06-09T14:00:00Z","2023-06-09T15:00:00Z","2023-11-14T20:34:34Z","","6l1l2gfr15mpl74svodi0omfb0@google.com","","2023-06-05T16:06:06Z","link is in wics email","2023-06-05T16:06:06Z","","0","CONFIRMED","Demo w/ Prometheus","OPAQUE"
"2023-06-10T19:15:00Z","2023-06-10T20:15:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tbrpdbp2l1g7vjgsbm2v2e72hj6cio62ek5ve6qk8mejfvm0mfo5g","mailto:csanchezgina@gmail.com","2023-06-07T20:37:56Z","al Badawi\n151 Atlantic Ave, Brooklyn, NY 11201\n+1 718-689-5888","2023-06-07T20:37:56Z","151 Atlantic Ave, Brooklyn, NY 11201","0","CONFIRMED","Reservation at al Badawi","TRANSPARENT"
